UUID,Modified,Creator,Publisher,Title,DatasetURI,Description,TopicCategory,DateIssued,Formats,Links
9fd0b70e-3944-489c-b4c2-1ed1807c5e11,2016-06-14T18:42:56.917433,"DVRPC, Greater Philadelphia, Planning, Transportation",Delaware Valley Regional Planning Commission (DVRPC),DVRPC's Connections 2040 Choices & Voices,dvrpc-s-connections-2040-choices-voices,"Choices & Voices version 2.1 allows you to participate in developing a vision for growth and development in Greater Philadelphia between now and 2040. Identify your preferred development pattern, and then select regional funding levels and major transportation projects that you would like to see happen over the next 27 years. This application is crowdsourced, so you'll be able to compare your scenario to the vision created by all other participants.

This version of Choices & Voices has been updated to correspond with the recently amended Connections 2040 Plan for Greater Philadelphia. This amendment reflects transportation increased funding levels in Pennsylvania from the passage of Act 89 of 2013. 

Choices & Voices was a winner of the U.S. DOT 2014 Data Innovation Challenge. ","Planning / Zoning, Transportation",2016-06-14T18:39:53.982130,HTML,http://www.dvrpc.org/asp/ChoicesAndVoices/
83e4426d-33bf-4868-ab8d-5f9b3798c2f3,2016-05-16T17:29:41.622243,"Homelessness, clothing, food, health, homeless, homeless shelter, homelessness, shelter",Code for Philly,Community Services,community-services,"A list of humanitarian resources within Philadelphia. Includes homeless shelters, health clinics, food pantries, soup kitchens, women and children shelters, etc.",,2016-05-16T17:24:13.649977,CSV,https://github.com/CfABrigadePhiladelphia/RAPper/blob/master/data.csv
24afa013-ac35-4e4d-a33b-a01ed90832da,2016-05-06T16:29:50.608327,,Yelp,Yelp (Phila. only),yelp-phila-only,"An online business review database, which users can search for restaurants, bars, hotels, other businesses and services by thematic categories and location, and access user-posted reviews. Users enter an address or select geographic (neighborhood) parameters to request information on nearby businesses, whose locations are visualized as points on a map. The search-process can also be narrowed by various thematic categories, such as reported price-margin, reservation policy, ambiance, and handicapped accessibility. By registering, users can also post reviews/comments about businesses and other reviews, maintain a profile, and save preferences. Apart from a mapping application, users can also access information about locations and reviews through an API and RSS feeds. ","Arts / Culture / History, Education, Food, Health / Human Services, Parks / Recreation, Transportation",2014-12-08T21:56:23.236815,"HTML, api","http://www.yelp.com/philadelphia, http://www.yelp.com/developers/documentation/, http://www.yelp.com/developers/documentation/v2/search_api, http://www.yelp.com/developers/documentation/v2/business/"
56575cdd-eb17-421a-ac23-60f2f8b2129d,2016-01-29T20:39:47.955935,Arts,Philart.net,Philadelphia Public Art API,philadelphia-public-art-api,"A read-only, RESTful JSON API.
The core function of the API is to return descriptions of pieces of public art in Philadelphia
Documentation includes a JavaScript tester with visible source code.
There are two primary types of data returned by this API: those that exist purely for navigation and those that return descriptions of art.
The JSON format for the artworks is consistent in all responses.
Some responses describe collections of art. Some collection types include extra information specific to the collection itself.
Mostly conforms to a HATEOAS model of navigation and the use of the ""links"":{""rel"":""X"",""href"":""Y""} structure.
Also supports a geolocation call which returns a collection that is defined by bb and ll URL arguments",,2016-01-29T20:35:19.245305,"HTML, JSON","http://philart.net/api.html, http://www.philart.net/api.json"
6441f9db-c3e4-48cc-9269-98cac4f71a92,2016-01-29T20:33:41.198180,,Philart.net,Philadelphia Public Art @philart.net,philadelphia-public-art-philart-net,"Philadelphia Public Art @philart.net includes photographs, descriptive information, and location information for artwork in Philadelphia. The artwork can be browsed by title, artist, year, people, landmark, architecture, size, content, tours, and exhibits. A search function is also available. An RSS feed provides information on new entries and images updates to the database. The site is not affiliated with any non-profit, public, or governmental arts organization.",Arts / Culture / History,2014-12-08T22:06:35.250195,"HTML, rss","http://philart.net/, http://philart.net/rss.xml"
50ea8428-c8b7-4dba-a6a8-fd64943b92c8,2016-01-13T19:28:15.995942,transportation,SEPTA,SEPTA GTFS,septa-gtfs,SEPTA schedule and location information in GTFS format.  Please use GitHub (https://github.com/septadev/GTFS/) or Google group (https://groups.google.com/forum/#!forum/septadev),,2015-05-08T03:07:46.125457,gtfs,"https://github.com/septadev/GTFS/releases, http://www3.septa.org/developer/"
e9281e0c-0423-4376-a484-dd546c12cedb,2015-11-24T19:25:58.008144,"history, monuments, public art",Monument Lab,Speculative Monuments for Philadelphia,speculative-monuments-for-philadelphia,"This data describes more than 450 proposals collected from Philadelphia residents and visitors to City Hall. Each proposal was transcribed and analyzed by the monument lab team, and is identified with the location of the proposed monument. The dataset also includes the age and home zip code of the creator of each proposal.",,2015-10-06T19:24:27.014192,"CSV, shp, geojson","https://github.com/HCDigitalScholarship/Monument-Lab/blob/master/monument_lab_master.csv, https://github.com/HCDigitalScholarship/Monument-Lab/raw/master/monument_lab_master.zip, https://raw.githubusercontent.com/HCDigitalScholarship/Monument-Lab/master/monument_lab_master.geojson"
ec9663c7-9172-4b32-b551-76f2ab32af9e,2015-11-01T05:17:06.355635,,EveryBlock,EveryBlock API (Phila. specific),everyblock-event-api,"The EveryBlock Event API can be used to search, filter and retrieve recent scheduled events stored in EveryBlock.  Each event in EveryBlock is a ""news item"".  A news item is a piece of data that has an ID, a title, a URL, a location (both human-readable and longitude/latitude), a schema, and a publication date associated with it.  Each news item may also have schema-specific attributes (key-value pairs).  Each metro area that EveryBlock serves has a different list of available schemas.

All endpoints are hosted on https://api.everyblock.com and require authentication. Authentication is handled with an API token in the HTTP request headers. 

This is a REST-ful API that supports JSON, JSONP, and XML responses. Format types can be specified via an Accept header or extension within the URL. Querystring parameters can be ""metro"", ""location"", ""date"", ""attribute"", ""start_date"", ""end_date"". Additional details are available with the documentation.

There are API endpoints for events, schemas, location, location timeline, and popular news.",,2015-11-01T05:08:38.277053,"HTML, api, ","http://www.everyblock.com/developers/event-api/, https://api.everyblock.com/content/philly/topnews/events/, http://www.everyblock.com/developers/content-api/, https://api.everyblock.com/content/philly/zipcodes/, https://api.everyblock.com/content/philly/schemas/"
c2479218-cde3-4203-94fb-0f95e2babd96,2015-11-01T02:47:25.466874,transportation,Volunteer,Indego Bikeshare Usage,indego-bikeshare-usage,"The Indego bikeshare service offers an [API](/dataset/bike-share-stations) but it only shows current stations and usage; historical data is not published.  Randy Olson has developed a longitudinal data set that is updated hourly since June 30, 2015.  Data columns include:  capture_datetime, name, kioskID, coordinates (lat/long), address, zip code, bikes available, docks available, total docks, public status, and others.",Transportation,2015-11-01T01:38:49.218648,tsv,http://www.randalolson.com/data/indego-usage.tsv.gz
e716fe3b-e267-4c67-bf4a-91870a41983f,2015-11-01T02:22:22.121259,"gtfs, transporation",Port Authority Transit Corporation (PATCO),PATCO GTFS,patco-gtfs,[General Transit Feed Specification (GTFS)](https://developers.google.com/transit/gtfs/) for the PATCO train schedule.,,2015-11-01T02:17:12.046678,gtfs,https://addtransit.com/gtfs/Patco/PortAuthorityTransitCorporation.zip
e8200ff9-a377-462e-b04a-68fe90e79ebb,2015-09-08T17:51:52.342797,,School District of Philadelphia,School District PSSA & Keystone Exam Data,school-district-of-philadelphia-pssa-keystone-exam-data,"The data was collected to fulfill required state reporting, as well as to facilitate analysis. See School District Data Sets Terms of Use.pdf for usage limitations.",Education,2014-12-08T22:43:37.168250,"XLS, zip:csv","http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/sdp_pssa_keystone_data.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/pssa-keystone_sy12-13_sy-14-15_09032015.zip"
31674cb5-4bcf-4245-abde-789d3389c3e1,2015-09-08T17:47:12.024865,,School District of Philadelphia,School District Employee Information,school-district-employee-counts,"Data was extracted from School District of Philadelphia Enterprise Resource Planning (ERP) system, which tracks all employees. The data was collected because it is currently published in non-machine readable format; providing a CSV file facilitates for analysis and discovery. Additionally, publishing the FTEs allows for analysis of where the School District is allocating its capital. See School District Data Sets Terms of Use.pdf for usage limitations.",Uncategorized,2014-12-08T22:41:39.952312,zip:csv,"http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/employee---20150701.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/employee_20150401.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/employee---20141126.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/employee1.zip"
acbbeb9e-24ac-441e-a30b-7865438d5c5f,2015-09-08T17:42:57.638404,,School District of Philadelphia,School District School Information,school-district-school-information,"This dataset includes enrollment, demographic, PSSA scores, incidents, suspensions, and other miscellaneous information about each school in the district. 

This data was released as part of School District Open Data Initiative: http://webgui.phila.k12.pa.us/offices/o/open-data-initiative",Education,2014-12-08T21:58:52.445129,"HTML, zip:csv, xlsx","http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/sdp_school_20130510.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/enrollment-and-demographics_20150317.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/2014-2015-master-school-list-20150224.xlsx, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/serious_incidents_20150325.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/suspensions_20150325.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/teacher_attendance_20150325.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/sdp_prek_20130510.zip"
b80f75b3-9206-4d43-9959-b5d5a37a21e6,2015-09-08T17:32:51.744861,,School District of Philadelphia,School District Budget Data,school-district-budget-data,Data was extracted from School District of Philadelphia budget systems. The data was collected because it is currently published in non-machine readable format; providing a CSV file facilitates for analysis and discovery. See School District Data Sets Terms of Use.pdf for usage limitations.,"Budget / Finance, Education",2014-12-08T22:39:25.754457,zip:csv,"http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/budget.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/expenditure_fy2015---20150701.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/expenditure_fy2014_20150413.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/expenditure.zip, http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/fte.zip"
601d9235-096d-471b-82c0-acbac7de63ce,2015-08-14T14:13:00.056555,"Economy, Finance",Haverford Microfinance Consulting,Mapping Microfinance,mapping-microfinance,This dataset provides information about small business resources in the Greater Philadelphia area.,,2015-08-12T18:23:20.866732,CSV,https://haverfordds.cartodb.com/tables/mapping_micro_philly/table
d049c6e2-f9b9-4f72-934e-b396fe5faaeb,2015-07-06T18:52:29.423802,,Azavea,Walkshed,walkshed,"An online application, which enables users to view and customize walkabilty ranks and related neighborhood metrics, such as proximity of nearby businesses, service providers, and recreational/outdoor spaces. Users enter a location (address, area), which is visualized on a map tool that includes marked neighborhood amenity features, and adjust priority levels of different walkability parameters to render customized walkability scores. Heat map feature enables user to view desired location's walkability relative to surrounding areas in Philadelphia.  The application was developed by Aaron Ogle as part of his 10% R&D time at Azavea.","Environment, Food, Parks / Recreation, Planning / Zoning, Transportation",2014-12-08T22:23:10.995755,HTML,http://www.walkshed.org/philly
84d4befd-b0cd-4d40-b117-ab36cf7a5ec4,2015-03-05T22:42:23.756770,,Greater Philadelphia Cultural Alliance (GPCA),Phillyfunguide,phillyfunguide,"Searchable database of upcoming cultural, entertainment, and sporting event/attraction information, including admission price, date/time, venue, and organization name. 

A JSON API is also available but requires an API key.  Please contact the Maintainer (see below) in order to request an API key.",Arts / Culture / History,2014-12-08T22:05:43.536208,HTML,http://www.phillyfunguide.com/
77c10835-cd65-4203-8d34-2a3bcf7c8dcf,2015-02-17T19:58:13.558164,,SeeClickFix,SeeClickFix (Phila. only),seeclickfix-phila-only,"An application that enables users to report non-emergency issues in their communities. Submissions include the location of the issue, a summary, description, and optional uploaded images. Users can track reported issues, vote to fix them, and leave comments. Reports can be viewed in list, gallery, or map views. An API is available. Key based authentication is required and obtained after registering for a free account with SeeClickFix. A mobile version is also available. ",Uncategorized,2014-12-08T22:01:22.684297,HTML,"http://www.seeclickfix.com/philadelphia, http://dev.seeclickfix.com/"
c0a1acdd-8890-46d0-9e45-f177b888d6a5,2015-02-17T19:55:27.073135,,SEPTA,SEPTA Locations API,septa-locations-api,"The SEPTA Locations API provides data related to SEPTA locations (bus stops, rail stations, SEPTA pass perks locations, trolley stops, and sales locations) within a certain radius of a latitude and longitude point. The API is JSONP or JSON compatible.
<br></br>
The API takes in four parameters: latitude, longitude, type, and radius. A full sample is available at http://www3.septa.com/hackathon/. ",Transportation,2014-12-08T21:53:40.345735,HTML,http://www3.septa.org/hackathon/
d5ec0e41-f404-4b71-8b7e-6310d11c9b56,2015-02-17T19:49:57.042418,,PhiladelphiaDANCE.org,Philly Dance Spaces,philly-dance-spaces,"Philly Dance Spaces includes a list of dance spaces in the greater Philadelphia area. The spaces can be searched by keyword, location, and categories including permitted use, size, seating capacity, flooring, on site equipment, amenities, price, and other criteria. RSS feeds are available for the newest listings, featured listings, most popular listings, and most discussed lists. Users can also create custom feeds based on their search criteria. 

",Arts / Culture / History,2014-12-08T22:41:24.185972,HTML,http://www.phillydancespaces.com/
bf0f5936-27be-4595-8309-ab4d4f60ce3f,2015-02-17T19:46:07.371560,,SEPTA,SEPTA Next to Arrive,septa-next-to-arrive,"The SEPTA Next to Arrive application provides users with real-time schedule train information for trips on the SEPTA Regional Rail system. Users identify their beginning and destination stations and receive information on the next four available train options. 
<br></br>
The SEPTA Next to Arrive JSON based API is available for public use. Users must provide a start station and end station. The parameters are: start station/ end station/ number of results (optional). The JSON API was released on October 12, 2011. 
<br></br>
The SEPTA Next to Arrive REST-based API is also available for public use. Users must provide a start and end station in the following format:
<br></br>
 http://www3.septa.org/api/nta/start_station/end_station
Example: http://www3.septa.org/api/nta/Ambler/Angora
<br></br>
The only valid Start/End stations are: 
30th Street Station, 49th St, Airport Terminal A, Airport Terminal B, Airport Terminal C-D, Airport Terminal E-F, Allegheny, Allen Lane, Ambler, Angora, Ardmore, Ardsley, Bala, Berwyn, Bethayres, Bridesburg, Bristol, Bryn Mawr, Carpenter, Chalfont, Chelten Avenue, Cheltenham, Chester TC, Chestnut Hill East, Chestnut Hill West, Churchmans Crossing, Claymont, Clifton-Aldan, Colmar, Conshohocken, Cornwells Heights, Crestmont, Croydon, Crum Lynne, Curtis Park, Cynwyd, Daylesford, Darby, Delaware Valley College, Devon, Downingtown, Doylestown, East Falls, Eastwick Station, Eddington, Eddystone, Elkins Park, Elm St, Elwyn Station, Exton, Fern Rock TC, Fernwood, Folcroft, Forest Hills, Ft Washington, Fortuna, Fox Chase, Germantown, Gladstone, Glenolden, Glenside, Gravers, Gwynedd Valley, Hatboro, Haverford, Highland Ave, Highland, Holmesburg Jct, Ivy Ridge, Jenkintown-Wyncote, Langhorne, Lansdale, Lansdowne, Lawndale, Levittown, Link Belt, Main St, Malvern, Manayunk, Marcus Hook, Market East, Meadowbrook, Media, Melrose Park, Merion, Miquon, Morton, Moylan-Rose Valley, Mt Airy, Narberth, Neshaminy Falls, New Britain, Newark, Noble, Norristown TC, North Broad St, North Hills, North Philadelphia, North Wales, Norwood, Olney, Oreland, Overbrook, Paoli, Penllyn, Pennbrook, Philmont, Primos, Prospect Park, Queen Lane, Radnor, Ridley Park, Rosemont, Roslyn, Rydal, Ryers, Secane, Sedgwick, Sharon Hill, Somerton, Spring Mill, Ste. Davids, Ste. Martins, Stenton, Strafford, Suburban Station, Swarthmore, Tacony, Temple U, Thorndale, Torresdale, Trenton, Trevose, Tulpehocken, University City, Upsal, Villanova, Wallingford, Warminster, Washington Lane, Wayne Jct, Wayne Station, West Trenton, Whitford, Willow Grove, Wilmington, Wissahickon, Wister, Woodbourne, Wyndmoor, Wynnefield Avenue, Wynnewood, Yardley
",Transportation,2014-12-08T21:52:23.182526,HTML,"http://www.septa.org/site/nta.html, http://www3.septa.org/hackathon/NextToArrive/"
b544db67-1192-418f-baaf-d6f3e4d6029b,2015-02-17T18:21:22.004072,,PA Department of Education,"High School Graduates, 2004-2011",high-school-graduates-2004-2011,Data capturing the number of recorded high school graduates from PA public schools (both graded and ungraded secondary schools) for individual years between 2004 and 2010. Data includes a glossary and information and statistics on the intended post-high school activities of graduates.  Students who earn high school credentials by obtaining a General Education Development (GED) diploma do not constitute graduates in this data. Data originated from PA public school submitted data through the Pennsylvania Information Management System and Electronic Dropout/Graduate Report web-based system. Data from 2004 - 2007 is in PDF format.  Data from 2007 - 2011 is in XLS format.,Education,2014-12-08T22:17:05.204885,XLS,http://www.pde.state.pa.us/portal/server.pt/community/graduates/7426
487e163a-e937-43b7-9f05-6efef5b556ac,2015-02-17T18:18:54.591216,,The Philadelphia Inquirer,Murders in Philadelphia County 1988-2011,murders-in-philadelphia-county-1988-2011,"The data on murders occurring in Philadelphia County between 1988 and 2011 is from the Philadelphia Police Department. The Philadelphia Inquirer has organized the data into a Google Fusion Table, maps, and charts. The data can be searched by date, name, age, race, time, and other criteria. ",Public Safety,2014-12-08T21:52:48.338370,HTML,"http://www.philly.com/philly/news/special_packages/inquirer/136746563.html, https://www.google.com/fusiontables/data?docid=1w4gmIM7YrXoGNPaRt46OtUdGJ5v39cwZj8NLw6A"
19d16a6c-427a-4ba0-9eb7-3cc22f0acedd,2015-02-17T18:17:18.132536,,School District of Philadelphia,Charter School Information,charter-school-information,"This data provides basic information, such as name, address, and phone number, for each charter school in the school district. It was released as part of School District Open Data Initiative: 
http://webgui.phila.k12.pa.us/offices/o/open-data-initiative",Education,2014-12-08T22:00:37.959823,CSV,http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/sdp_charter_20130510.zip
3b939b28-7f51-4ab8-b23e-e30a0ad31267,2015-02-17T18:10:55.290874,,Craigslist,Craigslist All Housing (Phila. only),craigslist-all-housing-phila-only,An RSS feed of all housing classifieds offered on the Philadelphia Craigslist site. The structured data for each listing includes a Resource Description Framework (RDF) for that listing.,Real Estate / Land Records,2014-12-08T22:10:40.012103,XML,http://philadelphia.craigslist.org/hhh/index.rss
bf68dfdf-1aea-4467-a5aa-6fdc6702a26b,2015-02-17T18:10:33.920089,,Craigslist,Craigslist For Sale/Wanted (Phila. only),craigslist-for-sale-wanted-phila-only,An RSS feed of all for sale and wanted classified listings offered on the Philadelphia Craigslist site. The structured data for each listing includes a Resource Description Framework (RDF) for that listing. ,Economy,2014-12-08T21:57:50.997933,XML,http://philadelphia.craigslist.org/sss/index.rss
eddc1759-22cf-47f0-8208-918058671513,2015-02-17T18:08:35.669340,,Craigslist,Craigslist All Jobs (Phila. only),craigslist-all-jobs-phila-only,An RSS feed of all jobs classifieds offered on the Philadelphia Craigslist site. The structured data for each listing includes a Resource Description Framework (RDF) for that listing. ,"Economy, Health / Human Services",2014-12-08T22:04:47.860088,rss,http://philadelphia.craigslist.org/search/jjj?format=rss
f6e039ec-65c6-482b-8017-1348e39c5e6e,2015-02-06T17:14:22.418807,transportation,Azavea,Philadelphia Crash Points,crash-points,"Reported crashes in the city of Philadelphia from 2008-2012. Original data source is  PennDOT, the data was geocoded and flag table merged with crash locations to provide a more complete dataset with incident information.",Transportation,2015-02-05T18:41:01.871763,"shp, geojson, CSV","https://new.opendataphilly.org/dataset/f6e039ec-65c6-482b-8017-1348e39c5e6e/resource/559cae27-a185-4583-b762-8390317e296a/download/allcrashes2008to2012.zip, https://raw.githubusercontent.com/dmcglone/philly-crash-data/master/data/2012/all_crashes_2012.geojson, https://raw.githubusercontent.com/dmcglone/philly-crash-data/master/data/2011/all_crashes_2011.geojson, https://raw.githubusercontent.com/dmcglone/philly-crash-data/master/data/2010/all_crashes_2010.geojson, https://raw.githubusercontent.com/dmcglone/philly-crash-data/master/data/2009/all_crashes_2009.geojson, https://raw.githubusercontent.com/dmcglone/philly-crash-data/master/data/2008/all_crashes_2008.geojson, https://raw.githubusercontent.com/dmcglone/philly-crash-data/master/data/2012/all_crashes_2012.csv, https://raw.githubusercontent.com/dmcglone/philly-crash-data/master/data/2011/all_crashes_2011.csv, https://raw.githubusercontent.com/dmcglone/philly-crash-data/master/data/2010/all_crashes_2010.csv, https://raw.githubusercontent.com/dmcglone/philly-crash-data/master/data/2009/all_crashes_2009.csv, https://raw.githubusercontent.com/dmcglone/philly-crash-data/master/data/2008/all_crashes_2008.csv"
dc93d40b-2ac9-4745-98df-34cae3da2a9e,2015-01-30T19:33:42.851435,,Pennsylvania General Assembly,"PA Legislative Districts, U.S. Congressional (2011)",pa-legislative-districts-u-s-congressional-2011,Boundaries of United States Congressional legislative boundaries for Pennsylvania.,Elections / Politics,2014-12-08T21:54:28.168067,"shp, api, HTML","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2011/SHAPE/PA-Congressional-Districts-2011.zip, http://gis.phila.gov/arcgis/rest/services/PhilaGov/ServiceAreas/MapServer, http://gis.phila.gov/arcgis/rest/services/PhilaGov/ServiceAreas/MapServer/26"
91aa76f9-7b69-4ef7-a819-2123feb61beb,2015-01-30T19:32:34.506176,,PA Legislative Reapportionment Commission,"PA Legislative Districts, State House of Representatives (2012)",pa-legislative-districts-state-house-of-representatives-2012,Data includes boundaries of Pennsylvania House of Representatives Legislative Districts.,Elections / Politics,2014-12-08T21:53:48.031649,"shp, api, HTML","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Legislative/House/2011-Revised-Final/SHAPE/2011-Revised-Final-Plan-SHAPEFILES-House.zip, http://gis.phila.gov/arcgis/rest/services/PhilaGov/ServiceAreas/MapServer, http://gis.phila.gov/arcgis/rest/services/PhilaGov/ServiceAreas/MapServer/25"
0a957979-23bf-41ec-9cbd-db13f9b89a27,2015-01-30T19:31:31.608483,,PA Legislative Reapportionment Commission,"PA Legislative Districts, State Senate (2012)",pa-legislative-districts-state-senate-2012,Data includes polygon boundaries of Pennsylvania Senate Legislative Districts.,Elections / Politics,2014-12-08T21:52:08.416395,"api, HTML","http://gis.phila.gov/arcgis/rest/services/PhilaGov/ServiceAreas/MapServer, http://gis.phila.gov/arcgis/rest/services/PhilaGov/ServiceAreas/MapServer/24"
464f9853-9ca2-4719-a361-507e6ab96680,2015-01-25T19:35:39.894074,,Councilmatic,Councilmatic,councilmatic,"Subscribe to, comment on and follow Philadelphia City Council legislation as it moves through City Hall. Legislation can be searched by status, controlling body, sponsor, and type. The code running the site is available on <a href=""https://github.com/codeforamerica/councilmatic"">Github</a>.",Elections / Politics,2014-12-08T21:54:08.049169,"HTML, api","http://philly.councilmatic.org/, http://philly.councilmatic.org/api/"
b6c980bd-a3c8-4446-a7d8-344626bd88dc,2015-01-24T23:14:27.549005,,School District of Philadelphia,PreK School Information,prek-school-information,"This data provides basic information, such as name, address, and phone number, for each PreK school in the school district. It was released as part of School District Open Data Initiative: 
http://webgui.phila.k12.pa.us/offices/o/open-data-initiative",Education,2014-12-08T22:02:25.435043,CSV,http://webgui.phila.k12.pa.us/offices/o/open-data-initiative/documents/sdp_prek_20130510.zip
d83f3a0f-a0f0-49b2-bfb4-6fc201e4355e,2015-01-24T23:13:45.035592,,School District of Philadelphia,Public School Statistics,public-school-statistics,"An online database of important records of schools in The School District of Philadelphia, including demographic data (enrollment, ethnicity), attendance, disciplinary action, and PSSA test scores. The database includes all the elementary, middle, and high schools in The School District of Philadelphia. Users can view data in tables and in different graphs. Graphs are also printable. None of the datasets or graphs are available for download. Database is maintained and updated by The School District of Philadelphia.",Education,2014-12-08T22:55:12.887990,HTML,https://webapps.philasd.org/school_profile
c96ad895-6897-4409-9561-e62a2e08c965,2015-01-08T04:47:09.548706,,GreatSchools.org,GreatSchools (Phila. only),greatschools-phila-only,"GreatSchools is an online database of school locations and relevant information, including metrics submitted by school districts and government agencies and school reviews submitted by individual users. Schools within the database include public, charter, and private schools Users can search for schools by name, district, county, or zip code to view an overall rating and metrics, including test scores, demographics (enrollment), and area statistics. Through registration, users can submit their own reviews, receive grade-by-grade tips, and participate in/access reserved articles and features on education-related topics. Users can also access school/education data by structuring customized data request processes (API). Free registration entails interactivity and extra privileges (comment/review capability; participation in community forum, customized, detailed grade-by-grade tips; and in-depth article access.) ",Education,2014-12-08T22:01:36.286721,"api, HTML","http://www.greatschools.org/api/registration.page, http://www.greatschools.org/pennsylvania/philadelphia/, http://www.greatschools.org/api/docs/main.page"
e6af43ae-2421-47cf-a4a1-b4bab79c573c,2015-01-08T04:45:57.661273,,Historical Society of Pennsylvania,PhilaPlace,philaplace,"PhilaPlace is an online interactive database of both contemporary and historical multimedia record, including personal/neighborhood stories, photography, and video, of individuals and communities in the Old Southwark and Greater Northern Liberties Areas. Users can search locations (neighborhoods, streets) and set thematic parameters to learn more about events, businesses and people who were memorable to the different communities. Entries in the database are visualized as feature markers in an interactive map tool, accompanying the search.  PhilaPlace was developed by the Historical Society of Pennsylvania.","Arts / Culture / History, Real Estate / Land Records",2014-12-08T22:22:17.755927,HTML,http://www.philaplace.org/
09ff8a40-04df-4d4c-81b8-0f3561d86cdc,2015-01-08T04:43:36.630547,,PhiladelphiaDANCE.org,Philadelphia Dance Calendar,philadelphia-dance-calendar,"Listing and RSS feed of upcoming events listed on The Philadelphia Dance Calendar including dance events within arts festivals, independent and/or local productions, and performances featuring contemporary styles and multi-cultural dance traditions. Users may search the listings by date, keyword, location, category, and whether or not it is a recurring event. 
",Arts / Culture / History,2014-12-08T21:59:22.036097,"rss, ","http://www.philadelphiadance.org/calendar/rss/, http://www.philadelphiadance.org/calendar/events/index.php"
ae2b5a44-9393-4542-a3f7-457672a7a7b8,2015-01-08T04:42:57.654577,,PhiladelphiaDANCE.org,Philadelphia Dance Directory,philadelphia-dance-directory,"The Philadelphia Dance Directory contains a list of dance related organizations in the greater Philadelphia area. The listings can be searched by keyword, location, or category. RSS feeds are available for the newest listings, featured listings, most popular listings, and most discussed listings. Users can also create custom feeds based on their search criteria. ",Arts / Culture / History,2014-12-08T22:46:48.541498,HTML,http://philadelphiadance.org/dancedirectory/listings-map/
cc5bbf01-305f-427d-8e3c-3c49291fe407,2015-01-08T04:38:15.400980,,PhiladelphiaDANCE.org,Philadelphia Dance Class Calendar,philadelphia-dance-class-calendar,"Listing and RSS feed of upcoming dance classes listed on The Philadelphia Dance Class Calendar. Users may search the listings by date, keyword, location, category, and whether or not it is a recurring event. ",Arts / Culture / History,2014-12-08T22:47:39.076836,"HTML, rss","http://www.philadelphiadance.org/calendar/, http://www.philadelphiadance.org/classes/rss/"
53a0e0a6-467c-453b-895c-ad6c0dfdd68f,2015-01-05T18:45:19.739232,,Zillow,Zillow (Phila. only),zillow-phila-only,"Searchable online database of homes for sale, rent, and not currently on the market, with value estimator, market report, and real-estate trend tool. Users search by location (neighborhood, city, zip code, address) and parameters, such as property specifications, pricing, and keyword. Registration allows for favorite listing saving, customized property e-mail alerts, and other privileges. Users can also access real-estate listing data through an API. ",Real Estate / Land Records,2014-12-08T22:08:45.966395,HTML,"http://www.zillow.com/homes/Philadelphia-County-PA/, http://www.zillow.com/howto/api/APIOverview.htm"
68d63190-d075-4cca-867f-dd5c3b0c02f1,2015-01-05T18:45:18.555468,,Yahoo,Flickr (Phila. only),flickr-phila-only,"Flick is an online, interactive photo database, where users can search for photographs by thematic descriptors and locations through the mapping application. Thematic descriptors include mood/visual keywords, tags, and account names of photographers, collectors, or other viewers who upload photos to the database. Photo-data is also accessible to users through a feed (RSS) that yields recent, exportable photo uploads, and an API. With free registration, users can also upload their own photos, create profiles, edit, comment, and participate in forum/group culture.",Arts / Culture / History,2014-12-08T22:53:07.053906,"api, KML, HTML, rss","http://www.flickr.com/help/api/, http://api.flickr.com/services/feeds/geo/United+States/Pennsylvania/Philadelphia&format=kml_nl, http://www.flickr.com/places/United+States/Pennsylvania/Philadelphia, http://api.flickr.com/services/feeds/geo/United+States/Pennsylvania/Philadelphia&format=rss_200"
